Location,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Colour,Seats,No. of Doors,Price,Brand,Model,CarAge
10,41747,1,0,0,28.4,1248,73.75,0,5,4,9,16,58,5
4,30000,4,1,0,20.4,1197,81.8,0,5,4,5,16,166,6
9,40000,4,1,0,17.57,1193,88.7,2,5,4,3.95,25,202,8
6,83950,1,1,0,19.67,1582,126.2,1,5,4,9.95,9,53,7
10,5000,4,1,0,25.17,799,53.3,2,5,4,3.5,22,101,4
10,55000,4,1,0,17.5,1298,85.8,0,5,4,4.25,16,166,9
3,19168,4,0,0,18.9,1197,82,1,5,4,6.93,9,89,5
5,65000,1,1,0,20,1399,68,2,5,4,3.9,7,75,9
1,31045,4,1,2,18.6,1197,81.83,0,5,4,5.65,9,204,8
3,39626,1,0,0,11.2,2993,228.25,1,4,4,40.66,1,188,8
6,76000,4,1,2,15,1586,104.68,0,5,4,2.15,16,152,15
10,121900,1,1,0,22.95,1248,74,2,5,4,3.75,25,202,5
1,73000,1,1,0,12.05,2179,120,1,8,5,6.4,15,158,11
3,47674,4,1,0,19.1,1197,85.8,0,5,4,5.72,16,166,8
2,89000,1,0,2,16.07,1995,181,0,4,4,6.3,1,2,14
7,41380,4,0,2,14.8,1595,120.7,0,5,4,11.77,17,22,8
3,42894,1,1,0,23.2,1248,73.94,0,5,4,5.59,16,142,7
4,94000,4,0,2,10.1,2354,152,0,5,4,4.8,8,35,12
2,60000,1,1,0,22.07,1199,73.9,2,5,4,4.75,27,128,9
10,43200,1,1,0,13.68,2393,147.8,2,7,4,18.6,26,96,5
7,40611,1,1,0,14,2179,138.1,1,7,5,8.15,25,153,7
7,58151,1,0,0,19.6,1461,108.45,2,5,4,9.6,22,57,5
4,80000,1,1,0,12.8,2494,102,2,8,5,4.75,26,96,12
8,41000,4,1,0,18.9,1197,82,1,5,4,3.14,9,89,8
9,29000,1,0,0,10.91,3163,197,2,7,5,29.8,7,66,6
4,52000,1,1,0,22.9,1248,74,1,5,4,4.25,16,166,8
4,57319,1,1,0,25.2,1248,74,1,5,4,4.25,16,166,8
9,30000,4,0,0,18,1497,117.3,2,5,4,8.65,8,44,7
1,46000,4,1,0,13.4,1798,157.8,0,5,4,5.5,23,104,11
7,96848,4,0,0,14.3,1598,103.6,1,5,4,4.62,23,139,8
3,27872,4,1,2,20.4,1197,81.8,1,5,4,5.95,16,166,5
7,38593,4,1,0,18.7,1199,88.7,2,5,4,6.17,8,97,4
9,80753,1,1,2,23.4,1248,74,0,5,4,4.5,16,166,10
0,68000,1,0,0,11.5,2993,228.25,1,5,4,18,1,3,12
10,65320,1,0,2,16.96,1968,138.03,0,5,4,11.5,27,99,7
2,120000,1,1,2,13.93,2179,138,2,7,5,3,25,115,13
7,36657,4,1,0,16.2,995,62.1,1,5,4,3.3,3,161,8
9,30000,1,1,0,20.46,1461,83.8,2,5,4,5.95,22,57,8
2,82000,1,1,0,20,1399,68.05,0,5,4,2.95,7,75,10
9,102486,1,1,0,19.87,1493,98.145,2,5,4,4.25,22,57,9
7,49389,4,1,0,19.49,1198,67.04,0,5,4,4.26,20,110,6
10,89000,1,0,0,12.5,1991,147.9,0,7,5,4,3,37,13
0,40000,4,1,0,20.4,1197,81.8,2,5,4,5.9,16,166,7
5,12538,4,0,0,18,1497,117.3,1,5,4,12.5,8,44,5
3,46811,1,1,0,16,2179,140,0,7,5,16.59,15,195,4
3,54884,4,1,2,21.1,814,55.2,0,5,4,3.69,9,61,9
3,57847,1,1,0,16,2179,140,0,7,5,16.08,15,195,5
8,60000,1,1,0,21.9,1396,90,1,5,4,2.74,9,204,10
7,14589,4,1,0,16.1,1298,88.2,2,5,4,5.65,16,166,4
10,54000,4,1,0,17,1197,80,2,5,4,3.2,9,204,11
8,45194,1,1,0,22.7,1598,118,2,5,4,7.75,16,144,6
5,98000,1,1,2,22.32,1582,126.32,1,5,4,5.2,9,179,11
1,49000,1,0,2,17.05,1995,184,2,5,4,14.49,1,185,9
5,91000,1,0,2,15.6,1896,106,1,5,4,2.45,23,104,15
2,68000,4,1,0,16.1,1298,88.2,1,5,4,2.9,16,166,13
10,12600,4,1,0,20.92,998,67.1,2,5,4,2.4,16,16,10
1,63000,1,0,0,14.16,1968,174.3,1,5,4,36,0,133,7
2,45000,1,1,0,28.09,1248,88.5,1,5,4,6.85,16,43,8
9,40194,4,1,0,15.04,1598,103.2,1,5,4,5.55,27,177,7
4,109000,1,1,0,13,2982,168.5,2,7,5,13.25,26,77,10
10,95000,1,1,0,21.64,1461,84.8,1,5,4,4.5,20,164,8
10,125943,4,1,2,13,1493,100,2,5,4,1.45,8,44,16
7,35070,1,1,0,24,1120,70,0,5,4,5.99,9,89,4
6,131500,1,1,0,11.5,1991,147.9,1,7,5,3.5,3,37,13
9,6000,4,1,0,21.4,1197,83.1,1,5,4,7.5,16,25,5
2,37294,1,1,0,25.83,1498,99,2,5,4,5.75,7,75,6
7,56739,1,1,0,15.4,1997,120,2,7,5,10.31,15,158,6
5,81448,4,1,0,19,998,66.1,2,5,4,2.6,16,8,12
2,131500,1,1,0,11.5,2982,171,0,7,5,11,26,77,12
5,19947,4,1,0,20.36,1197,78.9,2,5,4,4.5,9,203,6
6,105000,1,1,2,12.05,2179,120,2,8,5,5.21,15,158,12
9,50000,1,0,0,11.79,2179,120,0,8,5,6,15,158,11
9,51000,4,0,0,16.8,1497,118,0,5,4,4.5,8,44,9
4,71000,1,0,0,22.7,1582,126.2,0,5,4,6.8,9,64,9
0,35000,1,1,0,27.3,1498,98.6,1,5,4,5.5,8,97,6
9,42000,4,1,0,17.8,1497,117.3,2,5,4,9.25,8,44,6
5,107023,1,1,0,22.07,1199,73.9,2,5,4,3.9,27,128,10
8,131500,4,1,2,19.1,1197,82,1,5,4,3.5,9,196,6
2,63714,4,1,0,24.7,796,47.3,0,5,4,2.45,16,16,7
7,69918,4,1,0,15.5,1586,103.3,2,5,4,2.83,16,152,12
8,60000,4,1,0,21.1,814,55.2,2,5,4,2.5,9,61,5
5,93700,1,1,0,24.52,1248,88.5,2,7,5,7.85,16,68,7
4,13008,4,1,0,20.51,998,67.04,2,5,4,3.5,16,183,7
0,52324,1,1,0,28.09,1248,88.5,2,5,4,6.25,16,43,7
3,84725,1,1,0,15.1,2179,140,1,7,5,11.6,15,195,7
5,1048,4,1,0,18.9,998,67.1,2,5,4,4.7,16,183,4
5,120000,1,1,0,12.8,2494,102,1,7,4,12,26,96,10
2,83000,1,1,0,23.08,1461,63.1,1,5,4,2.75,20,110,11
5,88500,1,1,0,23.2,1248,73.94,2,5,4,4.35,16,142,8
9,131500,1,1,1,6.5,2446,98.145,0,8,5,2.2,26,135,16
9,47691,4,0,0,23.1,998,67.04,0,5,4,3.94,16,42,6
7,40322,4,1,0,18.9,1197,81.86,1,5,4,5.5,9,89,4
10,131500,1,1,0,19.01,1461,108.5,0,5,4,5,20,170,8
7,11287,1,0,0,12.07,2967,228.25,2,7,5,70.36,0,134,4
5,131500,1,1,0,12.8,2494,102,0,8,5,4,26,96,16
1,75000,1,0,0,14.74,2993,228.25,2,5,4,27.95,11,192,9
5,131000,1,1,0,10.5,2609,120,0,7,5,3.6,15,158,14
10,31001,1,1,0,24.3,1248,88.5,2,5,4,7.25,16,180,6
8,15050,1,1,0,16.3,1956,170,1,5,4,17.5,12,48,5
10,20600,4,1,0,18.6,1197,81.83,2,5,4,5.4,9,204,6
9,33000,1,1,2,20,1399,68.05,1,5,4,3.25,7,75,8
9,97000,1,1,0,12.55,2982,169,2,7,5,17.95,26,77,8
10,84000,1,1,2,22.07,1199,73.9,1,5,4,2.89,27,128,12
9,11000,1,0,0,16.1,1950,194,1,5,4,56.5,17,60,4
2,80000,1,1,0,24.52,1248,88.5,0,7,5,8.1,16,68,5
3,85301,4,1,0,12.4,1998,132,0,8,5,12.36,26,96,8
7,46983,1,1,0,25.8,1498,98.6,1,5,4,5.77,8,17,6
8,58000,1,1,0,19.01,1461,108.45,1,5,4,4.99,22,57,9
9,43690,1,0,0,12.55,2982,168.5,0,7,5,17.11,26,77,7
9,65148,1,0,0,15.06,1995,177,2,5,4,12.75,1,185,10
9,48000,4,0,2,14.74,1991,184,2,5,4,9.75,17,115,11
8,45000,1,1,0,26,1498,98.6,1,5,4,4.75,8,44,8
6,83000,1,1,0,28.09,1248,88.5,2,5,4,7.1,16,43,6
7,35442,4,1,0,17.3,1497,117.3,2,7,5,7.32,8,111,4
0,34000,1,0,0,20.7,1496,113.98,1,5,4,22,18,50,8
7,42831,1,1,0,26,1498,98.6,2,5,4,7.11,8,44,7
8,29000,1,1,0,27.39,1248,74,0,5,4,6.5,16,25,6
1,58970,1,0,0,17.11,1968,174.33,0,5,4,23.75,0,10,7
3,36264,4,1,0,20.36,1197,78.9,2,5,4,4.32,9,203,9
5,113000,1,1,0,15.1,2179,140,0,7,5,10.85,15,195,7
0,58200,1,1,0,14.66,2199,194.3,1,7,5,7.5,9,155,10
4,60095,1,1,0,25.2,1248,74,1,5,4,4.75,16,166,7
2,114750,4,1,2,17,1497,118,2,5,4,2.75,8,44,14
3,54650,1,0,0,10.91,3163,197,2,7,5,30.35,7,66,5
8,60000,1,1,0,21.9,1396,90,0,5,4,2.95,9,204,9
5,85388,1,1,0,21.1,1248,73.9,0,5,4,3.9,16,142,9
9,39000,4,0,2,16.5,1198,86.8,0,5,4,3.49,8,31,8
2,41123,4,1,0,23.1,998,67.04,1,5,4,3.4,16,42,8
3,54253,4,0,0,14.67,1798,177.46,1,5,4,16.81,23,165,6
0,61000,1,1,0,25.8,1498,98.6,2,5,4,4.35,8,17,8
6,51000,1,1,0,21.9,1396,90,0,5,4,3.9,9,204,10
6,74000,1,1,2,25.1,1498,98.6,2,5,4,6.4,8,44,8
5,71000,4,0,0,17,1086,98.145,0,5,4,2.4,9,156,15
9,25422,4,1,0,22.5,998,67.04,1,5,4,3.25,16,183,8
7,27339,4,1,0,18.6,1197,81.83,1,5,4,6.27,9,204,3
0,42000,1,1,0,27.62,793,47,2,5,4,3.6,16,42,7
2,91211,4,1,0,20.92,998,67.1,1,5,4,2.1,16,16,11
8,33000,4,0,0,14.4,1598,98.145,2,5,4,2.85,27,177,12
6,40714,1,0,2,18.12,1995,190,0,5,4,24.75,1,3,9
5,68282,4,1,0,17.92,1086,62.1,0,5,4,2.25,9,156,14
9,53000,4,1,2,16.09,1598,103.5,2,5,4,6.98,27,177,8
4,10300,4,1,0,21.4,1197,83.1,0,5,4,6.75,16,25,5
9,61000,1,1,0,18.6,1388,67,0,5,4,2.98,7,74,8
6,60207,1,1,0,25.8,1498,98.6,0,5,4,5.5,8,17,7
0,20000,1,1,2,25.8,1498,98.6,1,5,4,4.5,8,17,8
9,25000,1,1,0,26,1498,98.6,0,5,4,6.15,8,44,8
5,59000,4,1,0,20.36,1197,78.9,1,5,4,3.45,9,203,9
8,37400,4,1,0,18.2,1199,82.5,1,5,4,1.89,3,154,8
7,56838,4,0,0,16.8,1497,118,0,5,4,5.15,8,44,8
9,24000,4,1,0,25.17,799,53.3,2,5,4,3.5,22,101,5
1,36000,1,0,0,15,2147,107.3,1,5,4,16.25,17,22,8
5,75000,3,1,0,21.1,814,55.2,2,5,4,2.35,9,61,10
5,60000,1,0,0,16.55,1968,147.51,1,5,4,24,0,10,8
1,73557,1,1,0,19.6,1461,108.45,2,5,4,7.75,22,57,8
7,41460,4,1,0,18.5,1198,86.8,2,5,4,3.95,8,31,8
6,78233,1,1,0,26,1498,98.6,1,5,4,6.6,8,44,7
5,35000,1,0,0,14.74,2993,228.25,0,5,4,29,11,192,10
2,89616,1,0,0,16.07,1995,181,2,5,4,11,1,2,11
3,32125,4,1,0,16.2,1199,74,2,5,4,6.17,27,128,6
5,53996,1,1,0,22.9,1248,74,1,5,4,5.45,16,166,9
9,11000,4,1,0,17.01,1591,121.3,1,5,4,5.95,9,179,8
0,40000,4,1,0,17,1197,80,1,5,4,4.9,9,204,9
9,43706,4,1,0,17.57,1193,88.7,2,5,4,4,25,202,6
7,87736,1,1,0,15.1,2179,140,1,7,5,7.02,15,195,9
2,41000,4,1,2,16.8,1497,116.3,2,5,4,4.5,8,44,10
4,77000,1,1,2,11.57,2179,138.1,0,7,5,3.5,25,115,11
10,98000,1,1,0,14.42,1995,147.6,2,5,4,8,20,184,11
6,50000,4,1,0,22.74,796,47.3,2,5,4,2.75,16,16,7
5,131500,1,0,0,11.5,2982,169,0,7,5,16.5,26,77,10
2,23280,4,1,0,18.7,1199,88.7,2,5,4,6.5,8,97,6
3,82739,1,0,0,16,2179,140,1,7,5,16.77,15,195,4
9,80000,1,1,2,24.2,1498,98.6,2,7,5,4.85,8,111,8
9,55000,4,1,0,16,1198,90,2,5,4,2.35,8,97,12
8,58589,1,0,0,15.26,2143,203.2,2,5,4,27.75,17,107,7
3,31919,4,0,0,24.07,998,67.1,1,5,4,4.56,16,16,4
2,90906,1,1,0,20.54,1598,103.6,2,5,4,4.25,27,177,10
10,131500,4,1,3,15.4,1590,94,0,5,4,0.85,16,25,16
8,42100,4,1,0,18,995,62,1,5,4,0.99,3,161,15
2,60000,4,0,0,11.74,1796,186,2,5,4,16,17,115,11
1,64000,4,1,2,17,1197,80,1,5,4,4.1,9,204,13
10,121000,1,1,0,15,2148,98.145,2,5,4,5,17,60,16
7,43775,1,1,0,20.77,1248,88.76,2,7,5,8.27,16,68,5
0,91596,1,1,0,14.95,2489,93.7,1,7,5,1.85,15,198,12
5,131500,1,1,0,12.99,2494,100,0,7,4,9,26,96,10
4,110000,1,1,0,13.5,2477,175.56,1,7,5,15,19,123,8
5,58000,4,1,0,17,1197,80,1,5,4,4,9,204,10
9,56100,4,1,0,13.7,1997,153.86,0,5,4,9.75,8,35,8
9,75000,1,1,0,20.77,1248,88.8,1,7,5,6.55,16,68,9
9,16000,4,0,0,17.01,1499,110.4,0,5,4,5.95,7,75,5
7,61000,0,1,0,22.1,1586,85.7,0,5,4,3.89,16,152,7
3,62729,1,1,0,12.05,2179,120,0,8,5,6.32,15,158,10
9,20364,4,0,2,17.21,1197,103.6,2,5,4,5.2,27,128,8
5,14061,1,1,0,21.9,1396,88.76,0,5,4,7.4,9,204,5
1,36000,4,1,0,17.43,1396,105.5,2,5,4,8,9,179,6
4,66000,1,0,0,22.32,1582,126.3,0,5,4,5.7,9,179,9
6,64000,1,1,0,24,1120,70,0,5,4,4.15,9,89,8
4,62000,4,0,0,16.8,1497,118,2,5,4,3.55,8,44,12
2,79200,1,1,0,22.71,1461,84.8,0,5,4,5.5,20,164,8
5,92000,1,1,0,12.99,2494,100,2,8,5,12.5,26,96,9
9,34079,1,1,0,25.32,1198,77,2,6,4,3.7,15,100,6
10,80000,4,0,0,11.25,1995,150,1,5,4,9.5,1,185,10
6,117837,1,1,2,22.32,1582,126.32,2,5,4,4.75,9,179,10
10,66000,1,0,2,17.05,1995,184,0,5,4,11.5,1,185,10
3,72717,1,1,0,12.99,2494,100.6,2,7,4,14.52,26,96,5
2,92098,1,0,2,16,2400,215,1,5,4,7.25,28,148,12
6,86500,1,1,2,21.12,1248,88.8,2,5,4,1.8,25,109,11
6,119000,1,1,3,13.1,2499,141,0,7,5,6.5,7,66,11
10,131500,4,1,2,17,1497,118,2,5,4,3.5,8,44,13
5,50000,1,0,0,15.26,2143,203.2,0,5,4,45,17,107,8
6,24398,4,1,0,17.8,1497,117.3,2,5,4,7.9,8,44,7
3,60328,4,1,0,15.6,1196,70,2,5,4,4.54,7,75,9
10,29202,0,1,0,29.86,998,67.04,2,5,4,3.9,16,183,8
5,46000,1,1,0,28.09,1248,88.5,1,5,4,8.45,16,43,6
5,80000,4,0,0,15.64,1798,167.62,1,5,4,17.5,0,10,10
3,50243,4,1,0,6.5,1086,98.145,1,5,4,3.35,9,156,10
8,55001,4,1,0,16.47,1198,73.9,0,5,4,2.2,27,128,11
1,58000,1,0,0,22.69,1995,190,2,5,4,11.5,1,2,12
10,7500,4,0,0,23.1,998,67.04,2,5,4,5,16,42,5
7,80064,1,1,0,22.7,1498,89.84,2,5,4,7.33,7,62,7
8,45000,1,1,0,27.4,1498,98.145,1,5,4,3.25,8,17,8
7,54316,4,1,2,12.8,2354,177.6,1,5,4,4.29,8,15,11
10,131500,4,1,0,13.14,1798,160,1,5,4,3.3,23,165,10
7,46399,4,1,0,16.47,1198,74,2,5,4,4.63,27,128,6
4,62000,1,1,0,17.8,1248,75,2,5,4,3.75,16,166,8
8,52241,1,1,0,25.2,1248,74,1,5,4,2.9,16,166,10
1,63000,1,0,0,13.22,2967,228.25,0,5,4,34.5,0,133,7
3,43477,1,0,0,15,2143,204,0,5,4,38.15,17,60,5
0,86000,4,1,0,20.36,1197,78.9,0,5,4,3.75,9,203,11
5,57309,4,1,0,17,1086,98.145,0,5,4,2.1,9,156,15
1,72010,1,1,0,16.8,1493,110,0,5,4,4.45,9,179,12
10,2000,4,0,0,23.84,1199,83.83,1,5,4,5,25,172,4
2,79000,1,1,0,17.67,1968,138.08,1,5,4,7.5,23,199,11
3,32807,4,0,0,13,1591,121.3,2,5,4,14.76,9,53,4
9,10000,1,0,0,17.9,2143,136,1,5,4,28.9,17,82,4
0,30000,1,1,0,24,1120,70,1,5,4,5.5,9,89,6
10,18000,0,1,0,29.86,796,40.3,2,4,4,3,16,16,7
7,61221,4,0,0,17.84,1395,147.51,2,5,4,21.73,0,10,5
9,89869,1,1,0,12.7,2609,116.6,0,8,5,3.25,15,158,16
3,32189,1,1,0,23,1498,98.96,0,5,4,9.25,7,62,4
0,55000,4,1,0,17,1198,73.75,0,5,4,4.7,27,18,5
9,5900,4,0,0,7.94,3163,228.25,1,4,4,47.5,1,4,11
4,56000,1,0,0,11.8,2967,228.25,1,5,4,45,0,13,10
2,69434,4,1,0,15.8,1591,121.3,0,5,4,8,9,53,6
4,65000,4,1,0,16.47,1198,73.9,0,5,4,2.4,27,128,12
10,8350,4,1,0,13.8,1998,192,2,5,4,35,18,47,5
6,80000,1,1,2,20.4,1248,91.2,0,5,4,1.75,5,105,13
6,59364,1,0,0,14.21,2143,203,2,5,4,26.5,17,60,8
4,62088,4,1,0,18.6,1197,85.8,2,5,4,4.15,16,166,7
4,65000,1,1,0,26,1498,98.6,0,5,4,5.95,8,44,7
8,45000,1,1,0,22.07,1199,73.9,0,5,4,3.25,27,128,9
5,70089,4,1,0,18.6,1197,81.83,2,5,4,5.35,9,204,8
6,75000,1,1,0,24.4,1120,71,1,5,4,3.85,9,196,8
3,30279,1,1,0,26.1,1498,99,0,5,4,7.29,7,19,5
9,15000,4,1,0,16.47,1198,74,1,5,4,3.9,27,128,8
8,27000,1,1,0,21.19,1396,88.73,2,5,4,5.99,9,204,7
8,98000,1,1,0,20.86,1199,73.9,2,5,4,2.51,23,73,10
8,45807,4,1,0,18.5,1197,98.145,2,5,4,1.87,9,204,12
10,90000,1,1,0,19.01,1461,108.45,0,5,4,7.25,22,57,8
9,14000,1,1,0,25.47,1248,88.5,2,7,5,9.25,16,68,4
8,80000,1,1,2,22.3,1248,74,2,5,4,1.2,25,94,10
9,30180,4,1,0,18.5,1197,82.85,1,5,4,4.65,9,204,8
3,45180,1,0,0,12.07,2967,228.25,2,7,5,50.22,0,134,6
7,45710,4,0,0,11.8,3163,228.25,1,7,5,23.68,17,137,8
1,60000,4,0,0,19.2,1197,80,1,5,4,2.99,9,203,13
1,32700,1,0,0,23.3,1984,150,2,5,4,20,28,176,8
3,66507,4,0,2,19,1199,88.7,2,5,4,5.43,8,97,5
4,86000,4,1,2,18.9,998,67.1,0,5,4,1,16,183,16
4,71082,1,1,0,19.3,1248,73.9,0,5,4,3.95,16,166,10
3,73525,1,0,0,16.46,2993,228.25,1,5,4,34.54,1,5,9
0,49224,1,1,0,25.2,1248,74,0,5,4,6,16,166,5
4,65000,1,1,2,12.05,2179,120,0,8,5,4,15,158,11
4,62000,1,1,0,16,2179,140,0,7,5,10.25,15,195,7
9,11000,4,1,0,17.01,1591,121.3,1,5,4,6.1,9,179,8
7,42362,4,1,0,18.6,1197,81.83,2,5,4,6.15,9,204,6
1,25500,4,1,0,25.4,624,37.5,2,4,4,2.15,25,114,8
3,61717,1,1,0,22.7,1598,118,0,5,4,8.94,16,152,6
3,19623,4,1,0,15.29,1591,121.3,1,5,4,13.12,9,53,5
2,23000,4,1,0,17.4,1497,117.3,0,5,4,7,8,44,7
10,85000,1,0,0,17.68,1968,174.33,0,5,4,21,0,11,9
1,20149,1,0,0,19.27,2143,167.62,2,5,4,38.5,17,115,5
9,24000,4,1,0,25.17,799,53.3,1,5,4,3.1,22,101,6
10,32000,1,1,0,15,1248,88.5,2,5,4,8.5,16,144,5
8,32000,4,1,0,20.36,1197,78.9,1,5,4,2.07,9,203,12
4,91200,1,1,0,12.99,2494,100,0,8,5,8.25,26,96,9
9,52576,4,1,0,13,1493,100,1,5,4,4.35,8,44,9
3,29651,4,1,0,16.47,1198,74,0,5,4,6.43,27,128,7
3,37287,4,1,0,26,624,35,2,4,4,1.74,25,114,9
2,28000,4,0,0,16.93,1197,103.6,0,5,4,7.75,27,177,8
6,55697,1,1,0,22.54,1396,88.73,1,5,4,5.5,9,204,7
6,115000,4,1,2,17.3,1061,64,0,5,4,0.99,16,183,16
4,42000,4,1,0,16.1,1197,85,2,5,4,4.75,16,166,6
3,39228,4,1,0,15.7,1368,112.4,0,5,4,6.58,5,105,6
7,53340,1,1,0,21.9,1396,88.76,1,5,4,4.35,9,204,8
9,28000,4,0,0,17.21,1197,103.5,0,5,4,7.25,27,128,6
2,43800,1,0,2,14.21,2143,203,2,5,4,16.75,17,60,11
2,100000,1,1,0,12.8,2494,102,2,8,5,13.5,26,96,7
0,21000,4,1,0,15.8,1591,121.3,2,5,4,10.9,9,53,6
8,45008,4,1,0,17,1497,118,1,5,4,3,8,44,12
3,72996,1,1,0,22.32,1582,126.32,1,5,4,7.11,9,179,7
7,103788,1,1,0,19.01,1461,108.5,0,5,4,5.67,20,170,8
9,47000,4,1,0,14.8,1799,130.2,2,5,4,3.95,8,45,10
3,28851,4,1,0,16.47,1198,73.9,2,5,4,6.18,27,128,6
1,19828,1,0,2,17.85,2967,228.25,0,4,4,75,21,124,9
5,61000,4,0,2,10.8,2497,215,1,5,4,11,1,3,14
5,69000,1,0,0,18.88,1995,184,1,5,4,18.5,1,2,10
1,54000,4,1,0,20.14,1197,81.86,0,5,4,5.5,9,196,8
1,78500,1,0,0,14.84,2143,98.145,1,5,4,28,17,115,8
6,99638,1,1,0,23.2,1248,73.94,1,5,4,3.11,16,142,9
5,27076,4,1,0,13.8,1299,70,1,5,4,1.6,7,93,16
2,97320,4,0,0,14.4,1598,103.6,2,5,4,3.75,27,177,11
7,44223,4,1,0,17.6,1496,88.7,1,5,4,3.99,26,70,10
2,44200,4,1,2,11.7,1997,134,2,5,4,1.5,9,160,16
9,7000,4,1,0,18.88,1499,110.4,0,5,4,6.9,7,62,6
4,60000,4,1,0,17.6,1496,88.73,1,5,4,3.1,26,70,10
9,50000,4,0,2,11.74,1796,186,1,5,4,8.5,17,115,11
10,17000,4,1,0,17,1497,121.36,0,5,4,9.2,7,62,4
8,48104,4,1,0,17.4,1497,117.3,2,5,4,5.49,8,44,8
9,48000,1,0,0,15.73,1968,174.33,0,5,4,18.25,0,132,7
2,110000,1,0,0,13.01,2199,194.3,0,7,5,14.4,9,155,8
9,7500,4,1,0,17.4,1497,117.3,1,5,4,11.15,8,44,5
8,49000,4,1,0,17.4,1497,117.3,1,5,4,4.75,8,44,8
2,110000,4,1,0,13.5,1799,130,0,5,4,2.65,8,45,16
3,32642,1,0,0,14.84,2143,170,2,5,4,34.78,17,115,5
6,40000,1,1,0,16,2179,140,2,7,5,15.9,15,195,5
3,33931,4,0,2,18.9,1197,82,2,5,4,5.91,9,89,7
10,75000,4,1,0,16.1,1298,88.2,0,5,4,2.85,16,166,12
4,12248,4,1,0,18.9,1197,81.86,1,5,4,4.9,9,89,5
8,15305,4,1,0,18.9,1197,82,0,5,4,3.75,9,89,7
5,17000,4,1,0,23.1,998,67.04,2,5,4,4.9,16,42,5
9,51000,4,1,0,20.36,1197,78.9,0,5,4,2.85,9,203,10
3,28246,4,1,2,17.8,1198,86.7,2,5,4,4.94,8,17,8
4,70000,4,1,0,16.78,1496,88.73,0,5,4,3.25,26,70,8
7,28147,4,1,0,18.9,1197,81.86,2,5,4,5.07,9,89,6
3,15379,4,0,0,23.84,1199,83.83,0,5,4,6.97,25,172,3
1,28000,1,1,0,19.67,1582,126.2,2,5,4,13.75,9,53,6
1,53900,1,0,0,14.16,1968,174.3,0,5,4,29,0,133,8
3,72202,1,0,0,20,1968,138.1,0,5,4,9.06,23,104,9
5,84175,1,1,0,23.4,1248,74,0,5,4,6.95,16,166,9
4,62001,4,1,0,15.26,1598,103.5,2,5,4,2.65,27,128,12
6,90000,4,1,2,17.3,993,60,1,5,4,0.7,16,201,16
9,35000,4,0,0,16.5,1198,86.8,1,5,4,4.25,8,31,8
7,57390,1,1,0,19.01,1461,108.45,1,5,4,6.73,22,57,6
5,131500,1,1,0,18.7,1896,66,0,5,4,2.25,23,118,16
1,39037,1,0,0,14.84,2143,170,2,5,4,9.25,17,115,15
5,21800,4,1,0,17,1497,121.36,0,5,4,8.75,7,62,5
5,28000,4,0,0,16.5,1198,86.8,0,5,4,4.95,8,31,8
5,28000,1,1,0,20.64,1498,108.5,0,5,4,10,27,177,5
6,88000,4,0,0,11.1,2354,142,2,5,4,5.25,8,15,13
4,35214,4,0,2,23.1,998,67.04,1,5,4,3.2,16,42,8
1,72000,1,1,2,11.5,2982,171,2,7,5,18.5,26,77,8
0,41000,4,1,0,19.69,1198,67.04,0,5,4,4.25,20,110,6
4,65000,1,0,0,11.18,2696,184,0,7,5,10.5,15,162,8
7,31841,0,1,0,15.1,1196,73,2,5,4,4.7,16,63,5
10,90400,0,1,0,26.2,998,58.2,0,5,4,2.9,16,183,10
3,47293,1,0,0,14.16,1968,174.3,1,5,4,38.72,0,133,6
7,61517,4,0,0,16.95,1197,78.9,2,5,4,4.39,9,203,8
3,51019,4,1,0,6.5,999,98.145,2,5,4,3.48,9,156,10
9,17362,4,1,0,18,1198,86.7,2,5,4,5.65,8,17,6
4,70000,1,1,0,21.64,1461,84.8,2,5,4,2.59,20,164,10
3,30706,1,0,0,11.57,2987,228.25,0,5,4,59.29,17,84,4
6,55000,4,1,3,15.9,1298,98.145,0,5,4,0.7,16,69,16
0,42000,1,1,0,23.59,1364,67.04,0,5,4,6.25,26,70,5
7,36681,1,1,0,23.59,1364,67.06,0,5,4,6.71,26,70,6
5,37000,1,1,0,17.1,1956,170,1,5,4,16.9,12,48,5
1,32000,1,0,0,17.01,1582,126.2,1,5,4,15.5,9,53,6
3,27313,1,0,0,14.69,2993,228.25,1,5,4,48.63,1,3,5
7,48272,1,1,0,10.5,2835,116.9,1,6,5,11.82,19,123,9
2,55000,1,1,0,20.5,1598,103.5,2,5,4,5.9,23,139,10
10,50000,1,1,0,28.09,1248,88.5,1,5,4,8.5,16,43,6
3,22251,1,1,0,18.49,1493,100,2,7,5,8.75,15,168,5
4,78256,4,0,0,16.8,1497,118,0,5,4,4.15,8,44,11
5,55000,1,1,0,22.7,1498,89.84,1,5,4,6,7,62,8
10,82000,1,1,2,18.7,1896,66,0,5,4,2.35,23,118,14
6,41000,1,0,0,14.84,2143,170,1,5,4,18.5,17,115,8
1,45000,4,0,0,15.74,1591,121.3,2,5,4,7.5,9,179,8
9,40337,4,0,0,23.1,998,67.04,2,5,4,4.45,16,42,7
10,79000,4,1,0,18.4,1198,86.8,1,5,4,2.9,8,31,10
8,50000,4,1,0,16.47,1198,73.9,1,5,4,2.35,27,128,11
